,,,,,
Input,Match type,Approved symbol,Approved name,HGNC ID,Location
SP6,Approved symbol,SP6,Sp6 transcription factor,HGNC:14530,17q21.32
SPACA1,Approved symbol,SPACA1,sperm acrosome associated 1,HGNC:14967,6q15
SPAG1,Approved symbol,SPAG1,sperm associated antigen 1,HGNC:11212,8q22.2
SPAG17,Approved symbol,SPAG17,sperm associated antigen 17,HGNC:26620,1p12
SPAG4,Approved symbol,SPAG4,sperm associated antigen 4,HGNC:11214,20q11.22
SPAG8,Approved symbol,SPAG8,sperm associated antigen 8,HGNC:14105,9p13.3
SPAG9,Approved symbol,SPAG9,sperm associated antigen 9,HGNC:14524,17q21.33
SPANXN3,Approved symbol,SPANXN3,SPANX family member N3,HGNC:33176,Xq27.3
SPARCL1,Approved symbol,SPARCL1,SPARC like 1,HGNC:11220,4q22.1
SPATA17,Approved symbol,SPATA17,spermatogenesis associated 17,HGNC:25184,1q41
SPATA19,Approved symbol,SPATA19,spermatogenesis associated 19,HGNC:30614,11q25
SPATA20,Approved symbol,SPATA20,spermatogenesis associated 20,HGNC:26125,17q21.33
SPATA31C2,Approved symbol,SPATA31C2,SPATA31 subfamily C member 2,HGNC:24508,9q22.1
SPATA31D1,Approved symbol,SPATA31D1,SPATA31 subfamily D member 1,HGNC:37283,9q21.32
SPATC1,Approved symbol,SPATC1,spermatogenesis and centriole associated 1,HGNC:30510,8q24.3
SPECC1L,Approved symbol,SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like,HGNC:29022,22q11.23
SPEF2,Approved symbol,SPEF2,sperm flagellar 2,HGNC:26293,5p13.2
SPEG,Approved symbol,SPEG,striated muscle enriched protein kinase,HGNC:16901,2q35
SPEN,Approved symbol,SPEN,spen family transcriptional repressor,HGNC:17575,1p36.21-p36.13
SPERT,Previous symbol,CBY2,chibby family member 2,HGNC:30720,13q14.13
SPG11,Approved symbol,SPG11,"SPG11 vesicle trafficking associated, spatacsin",HGNC:11226,15q21.1
SPG7,Approved symbol,SPG7,"SPG7 matrix AAA peptidase subunit, paraplegin",HGNC:11237,16q24.3
SPHKAP,Approved symbol,SPHKAP,"SPHK1 interactor, AKAP domain containing",HGNC:30619,2q36.3
SPICE1,Approved symbol,SPICE1,spindle and centriole associated protein 1,HGNC:25083,3q13.2
SPINK5,Approved symbol,SPINK5,serine peptidase inhibitor Kazal type 5,HGNC:15464,5q32
SPINT4,Approved symbol,SPINT4,"serine peptidase inhibitor, Kunitz type 4",HGNC:16130,20q13.12
SPIRE2,Approved symbol,SPIRE2,spire type actin nucleation factor 2,HGNC:30623,16q24.3
SPOCD1,Approved symbol,SPOCD1,SPOC domain containing 1,HGNC:26338,1p35.2
SPOCK1,Approved symbol,SPOCK1,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",HGNC:11251,5q31.2
SPOCK2,Approved symbol,SPOCK2,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2",HGNC:13564,10q22.1
SPON2,Approved symbol,SPON2,spondin 2,HGNC:11253,4p16.3
SPPL2A,Approved symbol,SPPL2A,signal peptide peptidase like 2A,HGNC:30227,15q21.2
SPSB3,Approved symbol,SPSB3,splA/ryanodine receptor domain and SOCS box containing 3,HGNC:30629,16p13.3
SPTA1,Approved symbol,SPTA1,"spectrin alpha, erythrocytic 1",HGNC:11272,1q23.1
SPTAN1,Approved symbol,SPTAN1,"spectrin alpha, non-erythrocytic 1",HGNC:11273,9q34.11
SPTB,Approved symbol,SPTB,"spectrin beta, erythrocytic",HGNC:11274,14q23.3
SPTBN4,Approved symbol,SPTBN4,"spectrin beta, non-erythrocytic 4",HGNC:14896,19q13.2
SPTBN5,Approved symbol,SPTBN5,"spectrin beta, non-erythrocytic 5",HGNC:15680,15q21
SPTLC1,Approved symbol,SPTLC1,serine palmitoyltransferase long chain base subunit 1,HGNC:11277,9q22.31
SRBD1,Approved symbol,SRBD1,S1 RNA binding domain 1,HGNC:25521,2p21
SREK1,Approved symbol,SREK1,splicing regulatory glutamic acid and lysine rich protein 1,HGNC:17882,5q12.3
SRFBP1,Approved symbol,SRFBP1,serum response factor binding protein 1,HGNC:26333,5q23.1
SRGAP3,Approved symbol,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3,HGNC:19744,3p25.3
SRPK2,Approved symbol,SRPK2,SRSF protein kinase 2,HGNC:11306,7q22.3
SRRM2,Approved symbol,SRRM2,serine/arginine repetitive matrix 2,HGNC:16639,16p13.3
SRRM4,Approved symbol,SRRM4,serine/arginine repetitive matrix 4,HGNC:29389,12q24.23
SRRM5,Approved symbol,SRRM5,serine/arginine repetitive matrix 5,HGNC:37248,19q13.31
SRRT,Approved symbol,SRRT,"serrate, RNA effector molecule",HGNC:24101,7q22.1
SRSF2,Approved symbol,SRSF2,serine and arginine rich splicing factor 2,HGNC:10783,17q25.2
SSBP2,Approved symbol,SSBP2,single stranded DNA binding protein 2,HGNC:15831,5q14.1
SSH2,Approved symbol,SSH2,slingshot protein phosphatase 2,HGNC:30580,17q11.2
SSPO,Previous symbol,SSPOP,"SCO-spondin, pseudogene",HGNC:21998,7q36.1
SSTR1,Approved symbol,SSTR1,somatostatin receptor 1,HGNC:11330,14q13
SSTR2,Approved symbol,SSTR2,somatostatin receptor 2,HGNC:11331,17q25.1
SSTR4,Approved symbol,SSTR4,somatostatin receptor 4,HGNC:11333,20p11.21
SSX7,Approved symbol,SSX7,SSX family member 7,HGNC:19653,Xp11.22
ST14,Approved symbol,ST14,ST14 transmembrane serine protease matriptase,HGNC:11344,11q24.3
ST18,Approved symbol,ST18,ST18 C2H2C-type zinc finger transcription factor,HGNC:18695,8q11.23
ST3GAL5,Approved symbol,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",HGNC:10872,2p11.2
ST5,Previous symbol,DENND2B,DENN domain containing 2B,HGNC:11350,11p15.4
ST6GAL2,Approved symbol,ST6GAL2,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2",HGNC:10861,2q12.3
ST6GALNAC3,Approved symbol,ST6GALNAC3,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",HGNC:19343,1p31.1
ST6GALNAC5,Approved symbol,ST6GALNAC5,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",HGNC:19342,1p31.1
ST8SIA2,Approved symbol,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",HGNC:10870,15q26.1
ST8SIA3,Approved symbol,ST8SIA3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3",HGNC:14269,18q21.31
ST8SIA4,Approved symbol,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",HGNC:10871,5q21.1
ST8SIA5,Approved symbol,ST8SIA5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5",HGNC:17827,18q21.1
ST8SIA6,Approved symbol,ST8SIA6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",HGNC:23317,10p12.33
STAG2,Approved symbol,STAG2,stromal antigen 2,HGNC:11355,Xq25
STAP2,Approved symbol,STAP2,signal transducing adaptor family member 2,HGNC:30430,19p13.3
STARD10,Approved symbol,STARD10,StAR related lipid transfer domain containing 10,HGNC:10666,11q13.4
STARD8,Approved symbol,STARD8,StAR related lipid transfer domain containing 8,HGNC:19161,Xq13.1
STAT5B,Approved symbol,STAT5B,signal transducer and activator of transcription 5B,HGNC:11367,17q21.2
STAU1,Approved symbol,STAU1,staufen double-stranded RNA binding protein 1,HGNC:11370,20q13.13
STAU2,Approved symbol,STAU2,staufen double-stranded RNA binding protein 2,HGNC:11371,8q21.11
STIL,Approved symbol,STIL,STIL centriolar assembly protein,HGNC:10879,1p33
STK10,Approved symbol,STK10,serine/threonine kinase 10,HGNC:11388,5q35.1
STK11,Approved symbol,STK11,serine/threonine kinase 11,HGNC:11389,19p13.3
STK24-AS1,Approved symbol,STK24-AS1,STK24 antisense RNA 1,HGNC:39935,13q32.2
STK32B,Approved symbol,STK32B,serine/threonine kinase 32B,HGNC:14217,4p16.2
STMN2,Approved symbol,STMN2,stathmin 2,HGNC:10577,8q21.13
STOML2,Approved symbol,STOML2,stomatin like 2,HGNC:14559,9p13.3
STOML3,Approved symbol,STOML3,stomatin like 3,HGNC:19420,13q13.2
STOX2,Approved symbol,STOX2,storkhead box 2,HGNC:25450,4q35.1
STRA6,Approved symbol,STRA6,signaling receptor and transporter of retinol STRA6,HGNC:30650,15q24.1
STRA8,Approved symbol,STRA8,stimulated by retinoic acid 8,HGNC:30653,7q33
STRADB,Approved symbol,STRADB,STE20 related adaptor beta,HGNC:13205,2q33.1
STRBP,Approved symbol,STRBP,spermatid perinuclear RNA binding protein,HGNC:16462,9q33.1-q33.3
STRN4,Approved symbol,STRN4,striatin 4,HGNC:15721,19q13.32
STT3B,Approved symbol,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B,HGNC:30611,3p23
STUB1,Approved symbol,STUB1,STIP1 homology and U-box containing protein 1,HGNC:11427,16p13.3
STX5,Approved symbol,STX5,syntaxin 5,HGNC:11440,11q12.3
STXBP2,Approved symbol,STXBP2,syntaxin binding protein 2,HGNC:11445,19p13.2
SUGP1,Approved symbol,SUGP1,SURP and G-patch domain containing 1,HGNC:18643,19p13.11
SULF1,Approved symbol,SULF1,sulfatase 1,HGNC:20391,8q13.2-q13.3
SULF2,Approved symbol,SULF2,sulfatase 2,HGNC:20392,20q13.12
SULT1A1,Approved symbol,SULT1A1,sulfotransferase family 1A member 1,HGNC:11453,16p11.2
SUN2,Approved symbol,SUN2,Sad1 and UNC84 domain containing 2,HGNC:14210,22q13.1
SUN5,Approved symbol,SUN5,Sad1 and UNC84 domain containing 5,HGNC:16252,20q11.21
SUPT16H,Approved symbol,SUPT16H,"SPT16 homolog, facilitates chromatin remodeling subunit",HGNC:11465,14q11.2
SUPT3H,Approved symbol,SUPT3H,"SPT3 homolog, SAGA and STAGA complex component",HGNC:11466,6p21.1
SUPT6H,Approved symbol,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor",HGNC:11470,17q11.2
SUSD3,Approved symbol,SUSD3,sushi domain containing 3,HGNC:28391,9q22.31
SUSD5,Approved symbol,SUSD5,sushi domain containing 5,HGNC:29061,3p22.3
SV2A,Approved symbol,SV2A,synaptic vesicle glycoprotein 2A,HGNC:20566,1q21.2
SV2B,Approved symbol,SV2B,synaptic vesicle glycoprotein 2B,HGNC:16874,15q26.1
SVEP1,Approved symbol,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",HGNC:15985,9q31.3
SVIL,Approved symbol,SVIL,supervillin,HGNC:11480,10p11.23
SYBU,Approved symbol,SYBU,syntabulin,HGNC:26011,8q23.2
SYCP1,Approved symbol,SYCP1,synaptonemal complex protein 1,HGNC:11487,1p13.2
SYCP2L,Approved symbol,SYCP2L,synaptonemal complex protein 2 like,HGNC:21537,6p24.2
SYN1,Approved symbol,SYN1,synapsin I,HGNC:11494,Xp11.3-p11.23
SYNC,Approved symbol,SYNC,"syncoilin, intermediate filament protein",HGNC:28897,1p35.1
SYNE1,Approved symbol,SYNE1,spectrin repeat containing nuclear envelope protein 1,HGNC:17089,6q25.2
SYNGR2,Approved symbol,SYNGR2,synaptogyrin 2,HGNC:11499,17q25.3
SYNPO2L,Approved symbol,SYNPO2L,synaptopodin 2 like,HGNC:23532,10q22.2
SYNPR,Approved symbol,SYNPR,synaptoporin,HGNC:16507,3p14.2
SYPL2,Approved symbol,SYPL2,synaptophysin like 2,HGNC:27638,1p13.3
SYS1-DBNDD2,Approved symbol,SYS1-DBNDD2,SYS1-DBNDD2 readthrough (NMD candidate),HGNC:33535,20q13.12
SYT16,Approved symbol,SYT16,synaptotagmin 16,HGNC:23142,14q23.2
SYT3,Approved symbol,SYT3,synaptotagmin 3,HGNC:11511,19q13.33
SYT7,Approved symbol,SYT7,synaptotagmin 7,HGNC:11514,11q12.2
SYTL1,Approved symbol,SYTL1,synaptotagmin like 1,HGNC:15584,1p36.11
SYTL2,Approved symbol,SYTL2,synaptotagmin like 2,HGNC:15585,11q14.1
SYTL5,Approved symbol,SYTL5,synaptotagmin like 5,HGNC:15589,Xp11.4
T,Previous symbol,TBXT,T-box transcription factor T,HGNC:11515,6q27
TACC2,Approved symbol,TACC2,transforming acidic coiled-coil containing protein 2,HGNC:11523,10q26.13
TACR1,Approved symbol,TACR1,tachykinin receptor 1,HGNC:11526,2p12
TAF10,Approved symbol,TAF10,TATA-box binding protein associated factor 10,HGNC:11543,11p15.4
TAF1D,Approved symbol,TAF1D,"TATA-box binding protein associated factor, RNA polymerase I subunit D",HGNC:28759,11q21
TAF3,Approved symbol,TAF3,TATA-box binding protein associated factor 3,HGNC:17303,10p14
TAF5L,Approved symbol,TAF5L,TATA-box binding protein associated factor 5 like,HGNC:17304,1q42.13
TAF9,Approved symbol,TAF9,TATA-box binding protein associated factor 9,HGNC:11542,5q13.2
TAF9B,Approved symbol,TAF9B,TATA-box binding protein associated factor 9b,HGNC:17306,Xq21.1
TAGAP,Approved symbol,TAGAP,T cell activation RhoGTPase activating protein,HGNC:15669,6q25.3
TAGLN,Approved symbol,TAGLN,transgelin,HGNC:11553,11q23.3
TAL1,Approved symbol,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor",HGNC:11556,1p33
TALDO1,Approved symbol,TALDO1,transaldolase 1,HGNC:11559,11p15.5
TANC2,Approved symbol,TANC2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",HGNC:30212,17q23.2-q23.3
TANGO6,Approved symbol,TANGO6,transport and golgi organization 6 homolog,HGNC:25749,16q22.1
TAOK2,Approved symbol,TAOK2,TAO kinase 2,HGNC:16835,16p11.2
TARM1,Approved symbol,TARM1,"T cell-interacting, activating receptor on myeloid cells 1",HGNC:37250,19q13.42
TARS,Previous symbol,TARS1,threonyl-tRNA synthetase 1,HGNC:11572,5p13.3
TAS2R9,Approved symbol,TAS2R9,taste 2 receptor member 9,HGNC:14917,12p13.2
TATDN1,Approved symbol,TATDN1,TatD DNase domain containing 1,HGNC:24220,8q24.13
TAX1BP1,Approved symbol,TAX1BP1,Tax1 binding protein 1,HGNC:11575,7p15.2
TBC1D1,Approved symbol,TBC1D1,TBC1 domain family member 1,HGNC:11578,4p14
TBC1D10B,Approved symbol,TBC1D10B,TBC1 domain family member 10B,HGNC:24510,16p11.2
TBC1D24,Approved symbol,TBC1D24,TBC1 domain family member 24,HGNC:29203,16p13.3
TBC1D2B,Approved symbol,TBC1D2B,TBC1 domain family member 2B,HGNC:29183,15q24.3-q25.1
TBC1D5,Approved symbol,TBC1D5,TBC1 domain family member 5,HGNC:19166,3p24.3
TBC1D8B,Approved symbol,TBC1D8B,TBC1 domain family member 8B,HGNC:24715,Xq22.3
TBC1D9,Approved symbol,TBC1D9,TBC1 domain family member 9,HGNC:21710,4q31.21
TBCD,Approved symbol,TBCD,tubulin folding cofactor D,HGNC:11581,17q25.3
TBCK,Approved symbol,TBCK,TBC1 domain containing kinase,HGNC:28261,4q24
TBK1,Approved symbol,TBK1,TANK binding kinase 1,HGNC:11584,12q14.2
TBL1X,Approved symbol,TBL1X,transducin beta like 1 X-linked,HGNC:11585,Xp22.31-p22.2
TBX2,Approved symbol,TBX2,T-box transcription factor 2,HGNC:11597,17q23.2
TBX22,Approved symbol,TBX22,T-box transcription factor 22,HGNC:11600,Xq21.1
TBX5,Approved symbol,TBX5,T-box transcription factor 5,HGNC:11604,12q24.21
TCEB3,Previous symbol,ELOA,elongin A,HGNC:11620,1p36.11
TCERG1,Approved symbol,TCERG1,transcription elongation regulator 1,HGNC:15630,5q32
TCF19,Approved symbol,TCF19,transcription factor 19,HGNC:11629,6p21.33
TCF7L2,Approved symbol,TCF7L2,transcription factor 7 like 2,HGNC:11641,10q25.2-q25.3
TCIRG1,Approved symbol,TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",HGNC:11647,11q13.2
TCP10,Previous symbol,TCP10L3,"t-complex 10 like 3, pseudogene",HGNC:11656,6q27
TCTE1,Approved symbol,TCTE1,t-complex-associated-testis-expressed 1,HGNC:11693,6p21.1
TCTN2,Approved symbol,TCTN2,tectonic family member 2,HGNC:25774,12q24.31
TDP2,Approved symbol,TDP2,tyrosyl-DNA phosphodiesterase 2,HGNC:17768,6p22.3
TDRD5,Approved symbol,TDRD5,tudor domain containing 5,HGNC:20614,1q25.2
TEAD4,Approved symbol,TEAD4,TEA domain transcription factor 4,HGNC:11717,12p13.33
TECPR1,Approved symbol,TECPR1,tectonin beta-propeller repeat containing 1,HGNC:22214,7q21.3
TECRL,Approved symbol,TECRL,"trans-2,3-enoyl-CoA reductase like",HGNC:27365,4q13.1
TECTA,Approved symbol,TECTA,tectorin alpha,HGNC:11720,11q23.3
TEK,Approved symbol,TEK,TEK receptor tyrosine kinase,HGNC:11724,9p21.2
TEKT2,Approved symbol,TEKT2,tektin 2,HGNC:11725,1p34.3
TENM1,Approved symbol,TENM1,teneurin transmembrane protein 1,HGNC:8117,Xq25
TENM2,Approved symbol,TENM2,teneurin transmembrane protein 2,HGNC:29943,5q34
TENM3,Approved symbol,TENM3,teneurin transmembrane protein 3,HGNC:29944,4q34.3-q35.1
TENM4,Approved symbol,TENM4,teneurin transmembrane protein 4,HGNC:29945,11q14.1
TEP1,Approved symbol,TEP1,telomerase associated protein 1,HGNC:11726,14q11.2
TEP1,Alias symbol,PTEN,phosphatase and tensin homolog,HGNC:9588,10q23.31
TESK1,Approved symbol,TESK1,testis associated actin remodelling kinase 1,HGNC:11731,9p13.3
TESK2,Approved symbol,TESK2,testis associated actin remodelling kinase 2,HGNC:11732,1p34.1
TET2,Approved symbol,TET2,tet methylcytosine dioxygenase 2,HGNC:25941,4q24
TET3,Approved symbol,TET3,tet methylcytosine dioxygenase 3,HGNC:28313,2p13.1
TEX14,Approved symbol,TEX14,"testis expressed 14, intercellular bridge forming factor",HGNC:11737,17q22
TEX15,Approved symbol,TEX15,"testis expressed 15, meiosis and synapsis associated",HGNC:11738,8p12
TFAP2A,Approved symbol,TFAP2A,transcription factor AP-2 alpha,HGNC:11742,6p24.3
TFAP2B,Approved symbol,TFAP2B,transcription factor AP-2 beta,HGNC:11743,6p12.3
TFAP2E,Approved symbol,TFAP2E,transcription factor AP-2 epsilon,HGNC:30774,1p34.3
TFEB,Approved symbol,TFEB,transcription factor EB,HGNC:11753,6p21.1
TFPT,Approved symbol,TFPT,TCF3 fusion partner,HGNC:13630,19q13.42
TFR2,Approved symbol,TFR2,transferrin receptor 2,HGNC:11762,7q22.1
TG,Approved symbol,TG,thyroglobulin,HGNC:11764,8q24.22
TGFBR1,Approved symbol,TGFBR1,transforming growth factor beta receptor 1,HGNC:11772,9q22.33
TGFBRAP1,Approved symbol,TGFBRAP1,transforming growth factor beta receptor associated protein 1,HGNC:16836,2q12.1-q12.2
TGIF1,Approved symbol,TGIF1,TGFB induced factor homeobox 1,HGNC:11776,18p11.31
TGIF2LY,Approved symbol,TGIF2LY,TGFB induced factor homeobox 2 like Y-linked,HGNC:18569,Yp11.2
TGM3,Approved symbol,TGM3,transglutaminase 3,HGNC:11779,20p13
TGM4,Approved symbol,TGM4,transglutaminase 4,HGNC:11780,3p21.31
TGM5,Approved symbol,TGM5,transglutaminase 5,HGNC:11781,15q15.2
TGS1,Approved symbol,TGS1,trimethylguanosine synthase 1,HGNC:17843,8q12.1
THADA,Approved symbol,THADA,THADA armadillo repeat containing,HGNC:19217,2p21
THAP4,Approved symbol,THAP4,THAP domain containing 4,HGNC:23187,2q37.3
THAP5,Approved symbol,THAP5,THAP domain containing 5,HGNC:23188,7q31.1
THAP6,Approved symbol,THAP6,THAP domain containing 6,HGNC:23189,4q21.1
THAP8,Approved symbol,THAP8,THAP domain containing 8,HGNC:23191,19q13.12
THEG,Approved symbol,THEG,theg spermatid protein,HGNC:13706,19p13.3
THEMIS2,Approved symbol,THEMIS2,thymocyte selection associated family member 2,HGNC:16839,1p35.3
THNSL2,Approved symbol,THNSL2,threonine synthase like 2,HGNC:25602,2p11.2
THOC5,Approved symbol,THOC5,THO complex 5,HGNC:19074,22q12.2
THOC6,Approved symbol,THOC6,THO complex 6,HGNC:28369,16p13.3
THOP1,Approved symbol,THOP1,thimet oligopeptidase 1,HGNC:11793,19p13.3
THSD7A,Approved symbol,THSD7A,thrombospondin type 1 domain containing 7A,HGNC:22207,7p21.3
THSD7B,Approved symbol,THSD7B,thrombospondin type 1 domain containing 7B,HGNC:29348,2q22.1
TIAM1,Approved symbol,TIAM1,TIAM Rac1 associated GEF 1,HGNC:11805,21q22.11
TIAM2,Approved symbol,TIAM2,TIAM Rac1 associated GEF 2,HGNC:11806,6q25.2-q25.3
TICRR,Approved symbol,TICRR,TOPBP1 interacting checkpoint and replication regulator,HGNC:28704,15q26.1
TIE1,Approved symbol,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,HGNC:11809,1p34.2
TIGD2,Approved symbol,TIGD2,tigger transposable element derived 2,HGNC:18333,4q22.1
TIGD3,Approved symbol,TIGD3,tigger transposable element derived 3,HGNC:18334,11q13.1
TIGD7,Approved symbol,TIGD7,tigger transposable element derived 7,HGNC:18331,16p13.3
TIMM21,Approved symbol,TIMM21,translocase of inner mitochondrial membrane 21,HGNC:25010,18q22.3
TIMMDC1,Approved symbol,TIMMDC1,translocase of inner mitochondrial membrane domain containing 1,HGNC:1321,3q13.33
TIRAP,Approved symbol,TIRAP,TIR domain containing adaptor protein,HGNC:17192,11q24.2
TJP1,Approved symbol,TJP1,tight junction protein 1,HGNC:11827,15q13.1
TLCD2,Approved symbol,TLCD2,TLC domain containing 2,HGNC:33522,17p13.3
TLE1,Approved symbol,TLE1,"TLE family member 1, transcriptional corepressor",HGNC:11837,9q21.32
TLE2,Approved symbol,TLE2,"TLE family member 2, transcriptional corepressor",HGNC:11838,19p13.3
TLE4,Approved symbol,TLE4,"TLE family member 4, transcriptional corepressor",HGNC:11840,9q21.31
TLN1,Approved symbol,TLN1,talin 1,HGNC:11845,9p13.3
TLN2,Approved symbol,TLN2,talin 2,HGNC:15447,15q22.2
TLR7,Approved symbol,TLR7,toll like receptor 7,HGNC:15631,Xp22.2
TLX3,Approved symbol,TLX3,T cell leukemia homeobox 3,HGNC:13532,5q35.1
TM4SF1,Approved symbol,TM4SF1,transmembrane 4 L six family member 1,HGNC:11853,3q25.1
RPGR,Approved symbol,RPGR,retinitis pigmentosa GTPase regulator,HGNC:10295,Xp11.4
TM4SF4,Approved symbol,TM4SF4,transmembrane 4 L six family member 4,HGNC:11856,3q25.1
TM9SF3,Approved symbol,TM9SF3,transmembrane 9 superfamily member 3,HGNC:21529,10q24.1
TM9SF4,Approved symbol,TM9SF4,transmembrane 9 superfamily member 4,HGNC:30797,20q11.21
TMC3,Approved symbol,TMC3,transmembrane channel like 3,HGNC:22995,15q25.1
TMCC1,Approved symbol,TMCC1,transmembrane and coiled-coil domain family 1,HGNC:29116,3q22.1
TMCO4,Approved symbol,TMCO4,transmembrane and coiled-coil domains 4,HGNC:27393,1p36.13
TMEFF1,Approved symbol,TMEFF1,transmembrane protein with EGF like and two follistatin like domains 1,HGNC:11866,9q31.1
TMEM104,Approved symbol,TMEM104,transmembrane protein 104,HGNC:25984,17q25.1
TMEM105,Approved symbol,TMEM105,TMEM105 long non-coding RNA,HGNC:26794,17q25.3
TMEM107,Approved symbol,TMEM107,transmembrane protein 107,HGNC:28128,17p13.1
TMEM108,Approved symbol,TMEM108,transmembrane protein 108,HGNC:28451,3q22.1
TMEM11,Approved symbol,TMEM11,transmembrane protein 11,HGNC:16823,17p11.2
